icao,airline,callsign
SKI,"SkyKing Turks and Caicos Airways","SKYKING"
SKK,"Skylink Aviation","SKYLINK"
SKL,"Skycharter (Malton)","SKYCHARTER"
SKN,"Skyline Aviation Services","SKYLINER"
SKO,"Scottish Airways Flyers","SKYWORK"
SKR,"Skyscapes Air Charters","SKYSCAPES"
SKS,"Sky Service","SKY SERVICE"
SKS,"Sky Link Aviation",""
BBR,"Santa Barbara Airlines","SANTA BARBARA"
SKT,"SkyStar Airways","SKY YOU"
SKU,"Sky Airline","AEROSKY"
SKW,"SkyWest Airlines","SKYWEST"
SKX,"Skyways Express","SKY EXPRESS"
SKY,"Skymark Airlines","SKYMARK"
SKZ,"Skyway Enterprises","SKYWAY-INC"
SLA,"Sierra National Airlines","SELAIR"
SLB,"Slok Air","SLOK AIR"
SLD,"Silver Air","SILVERLINE"
SLE,"Streamline","SLIPSTREAM"
SLF,"Starfly","ELISTARFLY"
SLG,"Saskatchewan Government","LIFEGUARD"
SLH,"Silverhawk Aviation","SILVERHAWK"
AGE,"Servicios Aéreos de Los Ángeles","AEROANGEL"
SLK,"SilkAir","SILKAIR"
SLL,"Slovak Airlines","SLOV LINE"
SLM,"Surinam Airways","SURINAM"
SLN,"Sloane Aviation","SLOANE"
SLP,"Salpa Aviation","SALPA"
SLS,"Servicios Aéreos Slainte","SERVICIOS SLAINTE"
SLV,"Stella Aviation","AVISTELLA"
SLW,"Salama Airlines Nigeria","SALMA AIR"
SLX,"Sete Linhas Aéreas","SETE"
SLY,"Sky Line for Air Services","SKYCO"
SLZ,"Super Luza","LUZA"
SMA,"SMA Airlines","SESAME"
SMC,"Sabang Merauke Raya Air Charter","SAMER"
SMD,"Servicios Aéreos La Marquesa","SERVICIOS MARQUESA"
SME,"Semos","SEMICH"
SMF,"Smalandsflyg","GORDON"
SMH,"Smithair","SMITHAIR"
SMK,"Semeyavia","ERTIS"
SML,"Smith Air (1976)","SMITH AIR"
SMQ,"Samar Air","SAMAR AIR"
SMR,"Somon Air","SOMON AIR"
SMT,"Skyline","SKYLIMIT"
AOS,"Servicios Aéreos Del Sol, S.A. de C.V.","AEROSOL"
SNA,"Senator Aviation Charter","SENATOR"
SNB,"Sterling Airlines","STERLING"
SNE,"Servicios Aéreos De Nicaragua (SANSA)","SANSA"
SNF,"Shans Air","SHANS AIR"
SNH,"Senair Services","SENSERVICE"
SNI,"Savanah Airlines","SAVANAHLINE"
SNJ,"Solaseed Air","NEWSKY"
SNK,"Southeast Airlines (Sun Jet International)","SUN KING"
SNL,"Soonair Lines","SOONAIR"
SNM,"Servizi Aerei","SERVIZI AEREI"
SNP,"Sun Pacific International","SUN PACIFIC"
SNQ,"Sun Quest Executive Air Charter","EXECU-QUEST"
SNS,"Societe Centrafricaine De Transport Aerien",""
SNT,"Suncoast Aviation","SUNCOAST"
SNU,"Snunit Aviation",""
SNV,"Sudanese States Aviation","SUDANESE"
SNW,"Sun West Airlines","SUN WEST"
SNX,"Sun Air Aviation Services","SUNEX"
SOB,"Stabo Freight","STABO"
SOC,"Southern Cargo Air Lines",""
SOH,"Southern Ohio Aviation Sales","SOUTHERN OHIO"
SOI,"Southern Aviation","SOAVAIR"
SOL,"Solomon Airlines","SOLOMON"
SOM,"Somali Airlines","SOMALAIR"
SON,"Sunshine Air Tours","SUNSHINE TOURS"
SOO,"Southern Air","SOUTHERN AIR"
SOP,"Solinair","SOLINAIR"
SOR,"Sonair Servico Aéreo","SONAIR"
SOT,"Southeast Correct Craft","SOUTH COURIER"
SOU,"Southern Airways","SOUTHERN EXPRESS"
SOV,"Saratov Airlines Joint Stock Company","SARATOV AIR"
SOW,"Sowind Air","SOWIND"
SOW,"White Sparrow GmbH","SPARROW"
SOX,"Solid Air","SOLIDAIR"
SOZ,"Sat Airlines","SATCO"
SPA,"Sierra Pacific Airlines","SIERRA PACIFIC"
SPB,"Springbok Classic Air","SPRING CLASSIC"
SPC,"Spark Air Cargo","Spark Cargo"
SPE,"Sprague Electric Company","SPRAGUE"
SPF,"Space World Airline","SPACE WORLD"
SPG,"Springdale Air Service","SPRING AIR"
SPH,"Sapphire Executive Air","SAPPHIRE-CHARTER"
SPI,"South Pacific Island Airways","SOUTH PACIFIC"
SPK,"Spark Airlines","SPARK"
SPL,"Servicios Corporativos Aéreos De La Laguna","CORPORATIVOS LAGUNA"
SPN,"Skorpion Air","AIR SKORPIO"
SPP,"Sapphire Aviation","SAPPHIRE"
SPQ,"Servicios Aéreos Palenque","SERVICOS PALENQUE"
TBS,"Servicios Aéreos Tribasa","TRIBASA"
TCF,"Shuttle America","MERCURY"
SVV,"SALTAVIATION","SALT"
TGT,"SAAB Nyge Aero","TARGET"
THB,"Spark Air","THAI SABAI"
TIH,"S C Ion Tiriac","TIRIAC AIR"
TRL,"Starlite Aviation","STARSTREAM"
TRN,"Servicios Aéreos Corporativos","AEROTRON"
TTM,"Societe Tout Transport Mauritanien","TOUT-AIR"
TZU,"Servicios Aéreos Tamazula","TAMAZULA"
UGP,"Shar Ink","SHARINK"
UKU,"Second Sverdlovsk Air Enterprise","PYSHMA"
UNT,"Servicios Aéreos Universitarios","UNIVERSITARIO"
USK,"Skif-Air","SKIF-AIR"
USN,"Smarkand Aero Servise","SAMAS"
UZS,"Samarkand Airways","SOGDIANA"
VDO,"Servicios Aéreos Avandaro","AVANDARO"
VGS,"Stichting Vliegschool 16Hoven","SMART"
VRB,"Silverback Cargo Freighters","SILVERBACK"
VRS,"Sirvair","VAIRSA"
VSV,"SCAT Airlines","VLASTA"
VXN,"Sunset Aviation","VIXEN"
TWY,"Sunset Aviation, LLC","TWILIGHT"
WCC,"Sport Air Travel","WEST COAST"
WFC,"Swift Copters","SWIFTCOPTERS"
WLK,"Skyrover CC","SKYWATCH"
XLK,"Safarilink Aviation","SAFARILINK"
XMX,"SENEAM","SENEAM"
XPG,"Southport Air Service",""
XSA,"Spectrum Air Service",""
XSN,"Stephenville Aviation Services",""
XTA,"Servicios Aéreos Textra","TEXTRA"
XTR,"Sector Airlines","EXTER"
XXS,"Skyplan Services",""
YBE,"Stewart Aviation Services","YELLOW BIRD"
SXN,"SaxonAir","SAXONAIR"
CSS,"SF Airlines","SHUN FENG"
SAF,"Singapore Air Force","SINGA"
KFE,"SkyFirst LTD","SKYFIRST"
SQP,"SkyUp","SKYUP"
LLC,"Small Planet Airlines","SMALL PLANET"
LLP,"Small Planet Airlines","SKYPOL"
LLI,"Small Planet Airlines","AURIGA"
LLX,"Small Planet Airlines","GERMANJET"
ALK,"SriLankan Airlines","SRILANKAN"
SRR,"Star Air","WHITESTAR"
HCW,"Star1 Airlines","STAR1"
TLK,"Starlink Aviation","STARLINK"
UFA,"State Flight Academy of Ukraine","FLIGHT ACADEMY"
CDL,"Sunbird Airlines","CAROLINA"
SXD,"Sunexpress Deutschland","SUNRISE"
AAS,"Sunshine Airlines",""
OSY,"Open Skies Consultative Commission","OPEN SKIES"
DTA,"TAAG Angola Airlines","DTA"
IRF,"TA-Air Airline","TA-AIR"
TBI,"TAB Express International","TAB INTERNATIONAL"
TBM,"Taban Air Lines","TABAN AIR"
THO,"TACA De Honduras","LEMPIRA"
TCV,"TACV","CABOVERDE"
TDC,"Tadair","TADAIR"
TES,"Taespejo Portugal LDA","Tesaban"
HET,"TAF Helicopters","HELITAF"
TSD,"TAF-Linhas Aéreas","TAFI"
SBT,"Taftan Airlines","TAFTAN"
FPG,"TAG Aviation","TAG AVIATION"
TGM,"TAG Aviation Espana","TAG ESPANA"
VIP,"Tag Aviation UK","SOVEREIGN"
TAG,"TAG Aviation USA","TAG U-S"
FBO,"TAG Farnborough Airport",""
TWI,"Tailwind Airlines","TAILWIND"
TIN,"Taino Tours","TAINO"
TFB,"Tair Airways","ROYAL TEE-AIR"
TJK,"Tajikair","TAJIKAIR"
TZK,"Tajikistan International Airlines","TAJIKISTAN"
TKE,"Take Air Line","ISLAND BIRD"
JEL,"Tal Air Charters","JETEL"
TAL,"Talair","TALAIR"
TFF,"Talon Air","TALON FLIGHT"
LAP,"TAM Mercosur","PARAGUAYA"
TAE,"TAME","TAME"
TMI,"Tamir Airways","TAMIRWAYS"
TPA,"TAMPA","TAMPA"
TNR,"Tanana Air Services","TAN AIR"
TDM,"Tandem Aero","TANDEM"
HTO,"Tango Bravo","HELI TANGO"
TAP,"TAP Portugal","AIR PORTUGAL"
UTM,"TAPC Aviatrans Aircompany","AVIATAPS"
TPS,"TAPSA Transportes Aéreos Petroleros","TAPSA"
TQN,"Taquan Air Services","TAQUAN"
THC,"Tar Heel Aviation","TARHEEL"
TPL,"TAR Interpilot","INTERPILOT"
IRR,"Tara Air Line","TARAIR"
TTH,"Tarhan Tower Airlines",""
ROT,"Tarom","TAROM"
RMS,"Tas Aviation","TASS AIR"
CTP,"Tashkent Aircraft Production Corporation","CORTAS"
TMN,"Tasman Cargo Airlines","TASMAN"
DTH,"Tassili Airlines","TASSILI AIR"
PGS,"Tauranga Aer Club",""
TVR,"Tavrey Airlines","TAVREY"
TQE,"Taxair Mexiqienses","TAXAIR"
TXL,"Taxi Aéreo Cozatl","TAXI COZATL"
TXM,"Taxi Aéreo de México","TAXIMEX"
TUO,"Taxi Aéreo Turístico","TURISTICO"
XNR,"Taxi Aero Del Norte","TAXI NORTE"
TDV,"Taxi Aero Nacional Del Evora","TAXI EVORA"
TRF,"Taxi Air Fret","TAXI JET"
VRC,"Taxi de Veracruz","VERACRUZ"
TXR,"Taxirey","TAXIREY"
TPR,"Taxis Aéreos De Parral","TAXIS PARRAL"
TXO,"Taxis Aéreos de Sinaloa","TAXIS SINALOA"
TNE,"Taxis Aéreos del Noroeste","TAXINOROESTE"
TPF,"Taxis Aéreos del Pacífico","TAXIPACIFICO"
TMH,"Taxis Turisticos Marakame","TAXIMARAKAME"
TYF,"Tayflite","TAYFLITE"
TFY,"Tayside Aviation","TAYSIDE"
VNZ,"Tbilaviamsheni","TBILAVIA"
RRY,"Tbilisi Aviation University","AIRFERRY"
TCD,"Tchad Airlines","TCHADLINES"
TIM,"TEAM Linhas Aéreas","TEAM BRASIL"
TLW,"Teamline Air","Teamline"
TEM,"Tech-Mont Helicopter Company","TECHMONT"
TEF,"Tecnicas Fotograficas","TECFOTO"
TBN,"Teebah Airlines","TEEBAH"
THR,"Tehran Airline","TEHRAN AIR"
CYF,"Tel Aviv Air","TUS AIR"
TCM,"Teledyne Continental Motors","TELEDYNE"
TLX,"Telesis Transair","TELESIS"
TEL,"Telford Aviation","TELFORD"
TDE,"Tellavia / Flight One","TELLURIDE"
DOT,"Telnic Limited","DOT TEL"
TEH,"Tempelhof Airways","TEMPELHOF"
TMS,"Temsco Helicopters","TEMSCO"
TNL,"Tengeriyn Ulaach Shine","SKY HORSE"
TEB,"Tenir Airlines","TENIR AIR"
TNG,"Tennessee Air National Guard 164th Airlift Group",""
TEN,"Tennessee Airways","TENNESSEE"
TET,"Tepavia-Trans Airlines","TEPAVIA"
TER,"Territorial Airlines","TERRI-AIRE"
TIS,"Tesis","TESIS"
TXZ,"Tex Star Air Freight","TEX STAR"
TXA,"Texair Charter","OKAY AIR"
TXT,"Texas Air Charters","TEXAS CHARTER"
TXS,"Texas Airlines","TEXAIR"
CWT,"Texas Airways","TEXAS AIRWAYS"
TXN,"Texas National Airlines","TEXAS NATIONAL"
TEZ,"TezJet","Tezjet"
TGC,"TG Aviation","THANET"
TCG,"Thai Air Cargo","THAI CARGO"
AIQ,"Thai AirAsia","THAI ASIA"
TAX,"Thai AirAsia X","EXPRESS WING"
THA,"Thai Airways International","THAI"
TSL,"Thai Aviation Services","THAI AVIATION"
TFH,"Thai Flying Helicopter Service","THAI HELICOPTER"
TFT,"Thai Flying Service","THAI FLYING"
THG,"Thai Global Airline","THAI GLOBAL"
THJ,"Thai Jet Intergroup","THAI JET"
TLM,"Thai Lion Mentari","MENTARI"
TPV,"Thai Pacific Airlines Business","THAI PACIFIC"
LLR,"Thai Sky Airlines","THAI SKY AIR"
THD,"Thai Smile Airways","THAI SMILE"
TSX,"Thai Star Airlines","THAI STAR"
TVJ,"Thai Vietjet Air","THAIVIET JET"
GFN,"The 955 Preservation Group","GRIFFON"
LEG,"The Army Aviation Heritage Foundation","LEGACY"
LCC,"The Lancair Company","LANCAIR"
TCW,"Thomas Cook Airlines","KESTREL"
TCX,"Thomas Cook Airlines","KESTREL"
IHS,"Thryluthjonustan",""
THU,"Thunder Airlines","AIR THUNDER"
TBD,"Thunderbird Tours","ORCA"
BLI,"Thyssen Krupp AG","BLUELINE"
GCR,"Tianjin Airlines","BO HAI"
TNM,"Tiara Air","TIARA"
TBA,"Tibet Airlines","TIBET"
TIK,"Tic Air","TICAIR"
TJN,"Tien-Shan","NERON"
TGG,"Tigerair Australia","TIGGOZ"
MDL,"Tigerair Mandala","MANDALA"
TGW,"Tigerair Singapore","GO CAT"
TTW,"Tigerair Taiwan","SMART CAT"
MOH,"Tigerfly","MOTH"
TKC,"Tikal Jets Airlines","TIKAL"
TMR,"Timberline Air","TIMBER"
TIE,"Time Air","TIME AIR"
BOX,"Tiphook PLC","BOX"
TVI,"Tiramavia","TIRAMAVIA"
AWC,"Titan Airways","ZAP"
TYJ,"TJS Malta Ltd.","TYROLMALTA"
TSR,"TJS San Marino S.r.L.","SAN MARINO"
TLS,"TLC Air","TEALSY"
TMM,"TMC Airlines","WILLOW RUN"
TAY,"TNT Airways","QUALITY"
NTR,"TNT International Aviation","NITRO"
TBX,"Tobago Express","TABEX"
TOB,"Tobruk Air","TOBRUK AIR"
TOJ,"TOJ Airlines","TOJ AIRLINE"
TOL,"Tol-Air Services","TOL AIR"
TMK,"Tomahawk Airways","TOMAHAWK"
TOP,"Top Air","AIR TOP"
CHE,"Top Flight Air Service","CHECK AIR"
TLY,"Top Fly","TOPFLY"
LKW,"Top Sky International","TOPINTER"
TPD,"Top Speed","TOP SPEED"
TTL,"Total Linhas Aéreas","TOTAL"
TOT,"Totavia",""
THE,"Toumai Air Tchad","TOUMAI AIR"
THF,"Touraine Helicoptere","TOURAINE HELICO"
TOW,"Tower Air","TEE AIR"
TOY,"Toyota Canada","TOYOTA"
TGE,"Trabajos Aéreos","TASA"
AIM,"Trabajos Aéreos Murcianos","PIJO"
TVH,"Trabajos Aéreos Vascongados","TRAVASA"
TDR,"Trade Air","TRADEAIR"
GPD,"Tradewind Aviation","GOODSPEED"
TDX,"Tradewinds Airlines","TRADEWINDS EXPRESS"
TWL,"Tradewinds Aviation","TRADEWINDS CANADA"
JCH,"Trading Air Cargo","TRADING CARGO"
TDO,"TRADO","TRADO"
TRG,"TRAGSA (Medios Aéreos)",""
HBA,"Trail Lake Flying Service","HARBOR AIR"
TMQ,"TRAM","TRAM AIR"
TMX,"Tramon Air","TRAMON"
TRR,"Tramson Limited","TRAMSON"
MUI,"Trans Air","MAUI"
TRC,"Trans Air Charter","TRACKER"
TWW,"Trans Air Welwitchia","WELWITCHIA"
TNB,"Trans Air-Benin","TRANS-BENIN"
RTM,"Trans Am Compania","AERO TRANSAM"
CLR,"Trans America","CLINTON AIRWAYS"
TVA,"Trans America Airlines","TRANS-AMERICA"
TPU,"Trans American Airlines (Trans Am)","TRANS PERU"
TRT,"Trans Arabian Air Transport","TRANS ARABIAN"
SRT,"Trans Asian Airlines","TRASER"
TLL,"Trans Atlantic Airlines","ATLANTIC LEONE"
LTA,"Trans Atlantis","LANTRA"
TCC,"Trans Continental Airlines","TRANSCAL"
TCN,"Trans Continental Airlines","TRANSCON"
TRJ,"Trans Euro Air","HIGH TIDE"
TGY,"Trans Guyana Airways","TRANS GUYANA"
THZ,"Trans Helicoptere Service","LYON HELIJET"
TIA,"Trans International Airlines","TRANS INTERNATIONAL"
BAP,"Trans International Express Aviation","BIG APPLE"
TRD,"Trans Island Air","TRANS ISLAND"
SWL,"Trans Jet Airways","TRANSJET"
TMA,"Trans Mediterranean Airlines","TANGO LIMA"
TMT,"Trans Midwest Airlines","TRANS MIDWEST"
TNW,"Trans Nation Airways","TRANS-NATION"
TNT,"Trans North Turbo Air","TRANS NORTH"
REC,"Trans Reco","TRANS-RECO"
SBJ,"Trans Sahara Air","TRANS SAHARA"
TSM,"Trans Sayegh Airport Services",""
LOF,"Trans States Airlines","WATERSKI"
TWA,"Trans World Airlines","TWA"
RBD,"Trans World Express","RED BIRD"
TSO,"Transaero Airlines","TRANSOVIET"
TNF,"Transafricaine","TRANSFAS"
TCG,"Transafricaine Air Cargo","AFRICARGO"
TFK,"Transafrik International",""
TSA,"Transair France","AIRTRAF"
TGX,"Transair Gabon","TRANSGABON"
TNI,"Transair International Linhas Aéreas","TRANSINTER"
TSN,"Trans-Air Services","AIR TRANS"
TSG,"Trans-Air-Congo","TRANS-CONGO"
KTS,"Transair-Gyraintiee","KOTAIR"
GJB,"Trans-Air-Link","SKY TRUCK"
TWM,"Transairways",""
UTT,"Transarabian Transportation Services","ARABIAN TRANSPORT"
TNA,"TransAsia Airways",""
AUC,"Transaustralian Air Express","AUSCARGO"
VEN,"Transaven","TRANSAVEN AIRLINE"
TVF,"Transavia France","FRANCE SOLEIL"
TRA,"Transavia Holland","TRANSAVIA"
KTB,"Transaviabaltika","TRANSBALTIKA"
TXC,"TransAVIAexport Airlines","TRANSEXPORT"
FNV,"Transaviaservice","TRANSAVIASERVICE"
TVO,"Transavio","TRANS-BALLERIO"
TBA,"Transbrasil","TRANSBRASIL"
TIW,"Transcarga Intl Airways","TIACA"
TCE,"Trans-Colorado Airlines","TRANS-COLORADO"
TCH,"Transcontinental Air","TRANS GULF"
KRA,"Transcontinental Airlines","REGATA"
TCT,"Transcontinental Sur","TRANS-CONT"
TCP,"Transcorp Airways","TRANSCORP"
TEP,"Transeuropean Airlines","TRANSEURLINE"
TFA,"Trans-Florida Airlines","TRANS FLORIDA"
TCU,"Transglobal Airways Corporation","TRANSGLOBAL"
TXE,"Transilvania Express","TRANSAIR EXPRESS"
KCA,"Trans-Kiev","TRANS-KIEV"
TLA,"Translift Airways","TRANSLIFT"
TMD,"Transmandu","TRANSMANDU"
TMD,"Transmed Airlines",""
TRZ,"TransMeridian Airlines","TRANS-MERIDIAN"
RMY,"Raya Airways","TRANSMILE"
TNV,"Transnorthern","TRANSNORTHERN"
TPP,"Transpac Express","TRANS EXPRESS"
PCW,"Trans-Pacific Orient Airways","PACIFIC ORIENT"
TPM,"Transpaís Aéreo","TRANSPAIS"
TNP,"Transped Aviation","TRANSPED"
TRM,"Transport Aerien de Mauritanie","SOTRANS"
TLF,"Transport Africa","TRANS-LEONE"
TGO,"Transport Canada","TRANSPORT"
TFI,"Transport Facilitators",""
TQR,"Transportación Aérea De Querétaro","TRANSQUERETARO"
MCT,"Transportación Aérea Del Mar De Cortés","TRANS CORTES"
TPN,"Transportación Aérea del Norte","AEREA DELNORTE"
TTR,"Transportaciones Y Servicios Aéreos","TRANSPORTACIONES"
TSI,"Transport'air","TRANSPORTAIR"
TCB,"Transporte Aereo De Colombia","AERO COLOMBIA"
TAD,"Transporte Aéreo Dominicano","TRANS DOMINICAN"
TZE,"Transporte Aéreo Ernesto Saenz","TRANSPORTE SAENZ"
TTS,"Transporte Aéreo Técnico Ejecutivo","TECNICO"
MGM,"Transporte Aero MGM","AERO EMM-GEE-EMM"
TMZ,"Transporte Amazonair","TRANS AMAZON"
TCB,"Transporte del Caribe","TRANSCARIBE"
EAR,"Transporte Ejecutivo Aéreo","EJECUTIVO-AEREO"
TPT,"Transportes Aéreo del Sureste","TASSA"
MPO,"Transportes Aéreos Amparo","AMPARO"
BOL,"Transportes Aéreos Bolivianos","BOL"
TDI,"Transportes Aéreos de Ixtlán","TRANSIXTLAN"
TPX,"Transportes Aéreos De Xalapa","TRANSXALAPA"
TMY,"Transportes Aéreos del Mundo Maya","MUNDO MAYA"
TFO,"Transportes Aéreos del Pacífico","TRANSPORTES PACIFICO"
DCL,"Transportes Aéreos Don Carlos","DON CARLOS"
ROU,"Transportes Aéreos I. R. Crusoe","ROBINSON CRUSOE"
TSP,"Transportes Aéreos Inter","TRANSPO-INTER"
MXQ,"Transportes Aéreos Mexiquenses","MEXIQUENSES"
TAN,"Transportes Aéreos Nacionales",""
ELV,"Transportes Aéreos Nacionales De Selva Tans","AEREOS SELVA"
TPG,"Transportes Aéreos Pegaso","TRANSPEGASO"
TGI,"Transportes Aéreos Regionales","TRANSPORTE REGIONAL"
SRF,"Transportes Aéreos San Rafael","SAN RAFEAL"
RRT,"Transportes Aéreos Sierra","SIERRA ALTA"
SEI,"Transportes Aéreos Sierra Madre","TRANSPORTE SIERRA"
TAU,"Transportes Aéreos Tauro","TRANSTAURO"
TPZ,"Transportes La Paz","TRANSPAZ"
TML,"Transports et Travaux Aériens de Madagascar","TAM AIRLINE"
TPY,"Trans-Provincial Airlines","TRANS PROVINCIAL"
TTC,"Transteco","TRANSTECO"
UTN,"Trans-Ulgii","TRANS-ULGII"
TWE,"Transwede Airways","TRANSWEDE"
ABS,"Transwest Air","ATHABASKA"
TRW,"Transwestern Airlines of Utah","TRANS-WEST"
TSW,"Transwings","SWISSTRANS"
TST,"TRAST","TRAST"
TSJ,"Trast Aero","TRAST AERO"
TSK,"Trast Aero","TOMSK-AVIA"
TAX,"Travel Air","TRAVELAIR"
TIC,"Travel International Air Charters","TRAVEL INTERNATIONAL"
TMC,"Travel Management Company","TRAIL BLAZER"
TLV,"Travelair","PAJAROS"
TDA,"Trend Aviation","TREND AIR"
TNX,"Trener Ltd","TRAINER"
TRU,"Triangle Airline (Uganda)","TRI AIR"
SWD,"Trifly","SAWBLADE"
TGN,"Trigana Air Service","TRIGANA"
TMG,"Tri-MG Intra Asia Airlines","TRILINES"
TBH,"Trinity Air Bahamas",""
TIB,"TRIP Linhas Aéreas","TRIP"
CLU,"Triple Alpha","CAROLUS"
TTP,"Triple O Aviation","MIGHTY WING"
TSY,"Tristar Air","TRIPLE STAR"
TRY,"Tristar Airlines","TRISTAR AIR"
TSS,"Tri-State Aero","TRI-STATE"
DRC,"Triton Airlines","TRITON AIR"
TSV,"Tropair Airservices","TROPIC"
TOS,"Tropic Air","TROPISER"
TRO,"Tropic Airlines-Air Molokai","MOLOKAI"
TBG,"Tropical Airways",""
TKX,"Tropical International Airways","TROPEXPRESS"
TCA,"Tropican Air Services","TROPICANA"
TYG,"Trygg-Flyg","TRYGG"
TDS,"Tsaradia","TSARADIA"
PSS,"TSSKB-Progress","PROGRESS"
TTA,"TTA - Sociedade de Transporte e Trabalho Aéreo","KANIMANBO"
TBR,"Tubelair","TUBELAIR"
TOM,"TUI Airways","TOM JET"
JAF,"TUI fly Belgium","BEAUTY"
TUI,"TUI fly Deutschland","TUI JET"
TFL,"TUI fly Netherlands","ORANGE"
BLX,"TUI fly Nordic","BLUESCAN"
TLP,"Tulip Air","TULIPAIR"
TUL,"Tulpar Air","URSAL"
TUX,"Tulpar Air Service","TULPA"
TUZ,"Tuna Aero","TUNA"
TUX,"Tuninter",""
TAR,"Tunisair","TUNAIR"
TAJ,"Tunisavia","TUNISAVIA"
URN,"Turan Air","TURAN"
TBC,"Turbine Air Cargo UK",""
TAC,"Turbot Air Cargo","TURBOT"
TRQ,"Turdus Airways","HUNTER"
TUC,"Turismo Aéreo de Chile","TURICHILE"
THK,"Turk Hava Kurumu Hava Taksi Isletmesi","HUR KUS"
THS,"Turkish Aerospace Industries","TUSAS"
HVK,"Turkish Air Force","TURKISH AIRFORCE"
THY,"Turkish Airlines","TURKISH"
TRK,"Turkish Airlines General Aviation","TURKISH REPUBLIC"
TUA,"Turkmenistan Airlines","TURKMENISTAN"
TLT,"Turtle Airways","TURTLE"
USB,"Tusheti","TUSHETI"
TWB,"T'way Air","TWAYAIR"
TWO,"Twente Airlines","COLIBRI"
TCY,"Twin Cities Air Service","TWIN CITY"
TJT,"Twin Jet","TWINJET"
TNY,"Twin Town Leasing Company","TWINCAL"
TWJ,"Twinjet Aircraft Sales",""
TYW,"Tyrol Air Ambulance","TYROL AMBULANCE"
TYR,"Tyrolean Airways","TYROLEAN"
TJS,"Tyrolean Jet Services","TYROLJET"
TUM,"Tyumenspecavia","TUMTEL"
TKK,"flyADVANCED","TARKA"
UEU,"United European Airlines","UNITED EUROPEAN"
UCG,"Uniworld Air Cargo","UNIWORLD"
CUH,"Urumqi Airlines","LOULAN"
DOD,"USAF Air Mobility Operations Control Center",""
DOI,"U.S. Department of the Interior","INTERIOR"
CNV,"U.S. Navy Reserve Logistic Air Forces","CONVOY"
EXM,"United Kingdom Civil Aviation Authority","EXAM"
GIH,"Union des Transports Africains de Guinee","TRANSPORT AFRICAIN"
GKA,"US Army Parachute Team","GOLDEN KNIGHTS"
GWY,"USA3000 Airlines","GETAWAY"
UIA,"UNI Air","GLORY"
UAB,"United Arabian Airlines","UNITED ARABIAN"
UAL,"United Airlines","UNITED"
UBD,"United Airways","UNITED BANGLADESH"
UAC,"United Air Charters","UNITAIR"
UCS,"United Carriers Systems","UNITED CARRIERS"
UEA,"United Eagle Airlines","UNITED EAGLE"
UFS,"United Feeder Service","FEEDER EXPRESS"
CFU,"United Kingdom Civil Aviation Authority","MINAIR"
KRF,"United Kingdom Royal VIP Flights","KITTYHAWK"
KRH,"United Kingdom Royal VIP Flight","SPARROWHAWK"
SDS,"United Kingdom Civil Aviation Authority","STANDARDS"
TQF,"United Kingdom Royal VIP Flights","RAINBOW"
CGX,"United States Coast Guard Auxiliary","COASTGUARD AUXAIR"
AGR,"United States Department Of Agriculture","AGRICULTURE"
UAD,"University Air Squadron",""
UAJ,"University Air Squadron",""
UAA,"University Air Squadron",""
UAS,"University Air Squadron",""
HBU,"Universal Avia","KHARKIV UNIVERSAL"
HLE,"UK HEMS","HELIMED"
JUS,"USA Jet Airlines","JET USA"
LEA,"Unijet","LEADAIR"
MSH,"US Marshals Service","MARSHALAIR"
NDU,"University of North Dakota","SIOUX"
PNA,"Universal Airlines","PACIFIC NORTHERN"
RAU,"Uganda Royal Airways","UGANDA ROYAL"
SAU,"United Aviation Services","UNISERVE"
SVR,"Ural Airlines","SVERDLOVSK AIR"
TRB,"Ukraine Transavia","KIROVTRANS"
UAF,"United Arab Emirates Air Force","UNIFORCE"
UAI,"Union Africaine des Transports","UNAIR"
UCC,"Uganda Air Cargo","UGANDA CARGO"
UCH,"US Airports Air Charter","US CHARTER"
UCO,"Ucoaviacion","UCOAVIACION"
UES,"Ues-Avia Aircompany","AVIASYSTEM"
UGA,"Uganda Airlines (1976–2001)","UGANDA"
UGD,"Uganda Airlines","CRESTED"
UGC,"Urgemer Canarias","URGEMER"
UHL,"Ukrainian Helicopters","UKRAINE COPTERS"
UHS,"Ulyanovsk Higher Civil Aviation School","PILOT AIR"
UJR,"Universal Jet Rental de Mexico","UNIVERSAL JET"
UJT,"Universal Jet Aviation","UNI-JET"
UKI,"UK International Airlines","KHALIQ"
UKL,"Ukraine Air Alliance","UKRAINE ALLIANCE"
UKM,"UM Airlines","UKRAINE MEDITERRANEE"
UKN,"Ukraine Air Enterprise","ENTERPRISE UKRAINE"
UKP,"National Police Air Service","POLICE"
UKS,"Ukrainian Cargo Airways","CARGOTRANS"
ULT,"Ultrair","ULTRAIR"
ULH,"Ultimate HELI","ULTIMATEHELI"
ULR,"Ultimate Air","VIPER"
ULS,"Ultra Air","AIR ULTRA"
UNF,"Union Flights","UNION FLIGHTS"
UNJ,"Universal Jet","PROJET"
UNS,"Unsped Paket Servisi","UNSPED"
UNU,"Unifly Servizi Aerei","UNIEURO"
UPL,"Ukrainian Pilot School","PILOT SCHOOL"
UPS,"United Parcel Service","UPS"
URV,"Uraiavia","URAI"
AWE,"US Airways","CACTUS"
UBG,"US-Bangla Airlines","BANGLA STAR"
USF,"USAfrica Airways","AFRICA EXPRESS"
USH,"US Helicopter","US-HELI"
